timestamp,temperature,humidity,air_pressure,light_intensity,wind_speed,weather_next_day
2023-01-01,21.4901424590337,49.211542024248836,1008.3618638442521,344.93252016928085,2.7799845084185435,0
2023-01-02,19.648101429647124,45.751231218392014,1001.7176539161412,458.61771074497085,4.778027384912371,4
2023-01-03,22.06885179268949,75.00366372490001,1017.7876176562877,825.0933393675899,0.4254747576855111,4
2023-01-04,24.757762617068746,78.85616495677957,1033.106756690347,121.94956855236931,0.4594155982650752,4
2023-01-05,19.54909232972375,41.737237965410316,984.8724129553138,292.0829806151444,0.9426809002664526,3
2023-01-06,19.612011038343667,91.49167354340294,1014.7253911872112,980.3771863354278,3.649859810873943,3
2023-01-07,25.114917373309346,42.85842060083098,1010.5980080665004,218.96021212133638,1.203958582359604,0
2023-01-08,22.742425207682544,69.77129844155888,1023.070101146757,444.0419185008998,1.6653808733135569,1
2023-01-09,19.094522545828802,78.9983285698004,1016.1979494235653,1044.357760136861,2.5567357668028374,4
2023-01-10,22.19343062259582,87.9033018060347,1001.7204600239177,228.16410781495907,8.353007316259138,3
2023-01-11,19.238279822007435,79.27478126728353,1008.2141909650007,145.14736096091838,0.06979556282118814,4
2023-01-12,19.294101185237075,84.09504456883855,1001.0596121479476,607.2186943420124,5.240244491350255,3
2023-01-13,21.47990746052212,58.669760589854334,1029.1401070789789,397.78243797031683,5.526319775775111,2
2023-01-14,15.076880284658673,84.81538125605817,1013.3196747300791,697.9196191564322,8.013696500504556,1
2023-01-15,15.704635586571515,44.40631655115713,1041.5178602862952,974.3756240559965,13.496909824771476,0
2023-01-16,19.255159775553345,89.21491608332903,1012.0900877927807,207.72076137565463,0.10171689702263215,3
2023-01-17,17.966125017518408,70.11758068845549,1002.373898496343,717.8039472374277,0.8349014240557615,1
2023-01-18,22.00991665149941,84.95137734793715,990.2942841108076,631.3350744483436,10.865302700153755,3
2023-01-19,18.405616487727098,64.87750564850651,985.9529048561608,215.6906039151795,3.0672324616451734,3
2023-01-20,16.95524698335586,75.39677323580887,989.2379608549177,767.5982583583298,4.157343152448335,4
2023-01-21,25.65152660856762,68.95214635148622,1017.0068997651723,364.6864805398874,5.4387653755107825,0
2023-01-22,20.63962398689663,80.23742369654326,1020.630875348449,611.0094663256143,5.6826083401094865,3
2023-01-23,21.581857993790305,44.489649011682424,989.282139469518,144.61317291862116,13.422186220273499,3
2023-01-24,17.16729475203921,43.31936461948101,1026.4255747111417,578.5216657956665,28.96211347018033,1
2023-01-25,19.87060004456382,53.59067787055805,1005.7540842247485,402.43298824924335,6.36764097232243,4
2023-01-26,21.898665410415177,48.774957406225354,1015.2018951797833,995.7383928631575,1.6929207902268364,0
2023-01-27,18.175004389384036,87.94809616257109,1037.1833094238314,115.52553604697351,10.59101173847779,3
2023-01-28,22.817102258255506,52.05676930469244,1026.452589737983,531.3983661560794,0.2523677026024477,2
2023-01-29,19.950048362762274,93.67258907005223,1008.9720402814125,577.1961377511537,1.313847276415242,4
2023-01-30,20.938770109346677,58.52926854741088,999.6321166187707,883.7569877439865,11.383890749635237,2
2023-01-31,20.070546697070178,50.01648536287846,980.7227689800604,710.4307113537426,1.4798584458301167,2
2023-02-01,27.49424206589579,83.43341789283636,1002.2127002113637,817.2941877733082,1.246481998352206,3
2023-02-02,21.958580178034246,76.22892765254818,1009.8330464175846,943.6066784995196,0.7432268527692112,4
2023-02-03,18.887524327249224,67.40076440492264,998.1923070927322,1041.5334197069171,9.798941551541256,1
